Incident ID,Priority,SLA Name,SLA Status,Submit Date,Resolved Date,Assigned Group
INC000000400960,Low,Service Desk - P4 Resolution Time,Met,06/08/2025 09:14,06/08/2025 09:33,Service Desk Remote
INC000000400961,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 15:13,04/08/2025 15:20,Service Desk L1
INC000000400964,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 09:53,19/08/2025 10:38,Service Desk Remote
INC000000400966,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 12:59,07/08/2025 13:26,Service Desk L1
INC000000400967,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 14:55,12/08/2025 01:42,Service Desk L1
INC000000400969,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 14:52,11/08/2025 15:10,Service Desk L1
INC000000400972,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 08:34,21/08/2025 08:48,Service Desk Remote
INC000000400974,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 14:41,15/08/2025 14:55,Service Desk L1
INC000000400976,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 09:03,08/08/2025 09:21,Service Desk VIP
INC000000400977,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 15:39,28/08/2025 16:02,Service Desk L1
INC000000400979,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 11:05,28/08/2025 11:31,Service Desk L1
INC000000400980,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 09:11,14/08/2025 09:19,Service Desk L1
INC000000400980,Medium,Network Operations - P3 Resolution Time,Met,14/08/2025 09:11,14/08/2025 09:19,Network Operations
INC000000400981,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 10:12,04/08/2025 10:35,Service Desk Remote
INC000000400983,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 13:38,05/08/2025 00:25,Service Desk L1
INC000000400986,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 13:07,28/08/2025 13:32,Service Desk L1
INC000000400986,Medium,Network Operations - P3 Resolution Time,Met,28/08/2025 13:07,28/08/2025 13:32,Identity & Access
INC000000400988,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 12:48,25/08/2025 13:01,Service Desk VIP
INC000000400988,Low,Network Operations - P4 Resolution Time,Met,25/08/2025 12:48,25/08/2025 13:01,Network Operations
INC000000400990,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 08:56,18/08/2025 09:01,Service Desk L1
INC000000400990,Low,Workplace Services - P4 Resolution Time,Met,18/08/2025 08:56,18/08/2025 09:01,Identity & Access
INC000000400993,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 12:00,22/08/2025 02:47,Service Desk VIP
INC000000400993,Medium,Network Operations - P3 Resolution Time,Met,21/08/2025 12:00,22/08/2025 02:47,Identity & Access
INC000000400995,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 10:58,18/08/2025 11:25,Service Desk Remote
INC000000400996,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 09:52,14/08/2025 10:09,Service Desk L1
INC000000400997,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 14:09,22/08/2025 14:30,Service Desk VIP
INC000000401000,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 15:24,18/08/2025 15:53,Service Desk L1
INC000000401003,Low,Service Desk - P4 Resolution Time,Met,21/08/2025 16:24,21/08/2025 16:32,Service Desk L1
INC000000401006,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 15:07,05/08/2025 04:33,Service Desk L1
INC000000401007,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 11:23,05/08/2025 14:20,Service Desk L1
INC000000401009,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 13:07,11/08/2025 17:01,Service Desk L1
INC000000401009,Medium,Workplace Services - P3 Resolution Time,Met,11/08/2025 13:07,11/08/2025 17:01,Network Operations
INC000000401012,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 14:46,04/08/2025 15:00,Service Desk L1
INC000000401014,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 14:22,25/08/2025 14:27,Service Desk VIP
INC000000401016,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 11:43,04/08/2025 11:56,Service Desk Remote
INC000000401018,Low,Service Desk - P4 Resolution Time,Met,26/08/2025 15:22,26/08/2025 15:35,Service Desk L1
INC000000401019,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 12:43,07/08/2025 13:06,Service Desk L1
INC000000401021,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 16:26,04/08/2025 16:35,Service Desk L1
INC000000401022,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 14:18,15/08/2025 20:49,Service Desk L1
INC000000401023,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 15:18,04/08/2025 15:34,Service Desk L1
INC000000401025,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 10:14,14/08/2025 10:40,Service Desk VIP
INC000000401025,Medium,Network Operations - P3 Resolution Time,Met,14/08/2025 10:14,14/08/2025 10:40,Network Operations
INC000000401027,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 17:09,18/08/2025 17:35,Service Desk L1
INC000000401029,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 09:33,13/08/2025 09:59,Service Desk Remote
INC000000401030,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 10:47,01/08/2025 11:04,Service Desk L1
INC000000401032,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 16:24,28/08/2025 16:32,Service Desk Remote
INC000000401035,Low,Service Desk - P4 Resolution Time,Met,19/08/2025 15:28,19/08/2025 15:34,Service Desk L1
INC000000401037,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 15:28,05/08/2025 15:44,Service Desk VIP
INC000000401037,Low,Network Operations - P4 Resolution Time,Met,05/08/2025 15:28,05/08/2025 15:44,Workplace Services
INC000000401039,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 10:21,12/08/2025 17:11,Service Desk Remote
INC000000401040,Low,Service Desk - P4 Resolution Time,Met,15/08/2025 09:58,15/08/2025 10:05,Service Desk Remote
INC000000401041,Low,Service Desk - P4 Resolution Time,Met,21/08/2025 12:53,21/08/2025 17:11,Service Desk L1
INC000000401042,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 16:29,18/08/2025 22:39,Service Desk L1
INC000000401045,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 10:39,05/08/2025 11:03,Service Desk L1
INC000000401048,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 13:17,20/08/2025 13:44,Service Desk L1
INC000000401050,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 12:31,12/08/2025 22:14,Service Desk Remote
INC000000401052,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 11:03,04/08/2025 11:11,Service Desk Remote
INC000000401054,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 12:13,08/08/2025 12:25,Service Desk VIP
INC000000401056,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 13:15,19/08/2025 02:52,Service Desk L1
INC000000401057,Medium,Service Desk - P3 Resolution Time,Met,08/08/2025 12:01,08/08/2025 12:21,Service Desk L1
INC000000401060,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 15:57,18/08/2025 16:20,Service Desk VIP
INC000000401062,Low,Service Desk - P4 Resolution Time,Met,06/08/2025 13:33,06/08/2025 13:58,Service Desk L1
INC000000401065,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 12:01,04/08/2025 12:40,Service Desk L1
INC000000401066,Low,Service Desk - P4 Resolution Time,Met,22/08/2025 13:33,22/08/2025 13:44,Service Desk L1
INC000000401068,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 13:39,25/08/2025 19:19,Service Desk L1
INC000000401069,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 16:52,25/08/2025 17:05,Service Desk L1
INC000000401071,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 10:44,13/08/2025 11:09,Service Desk VIP
INC000000401074,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 15:52,11/08/2025 16:06,Service Desk VIP
INC000000401076,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 16:47,04/08/2025 19:00,Service Desk L1
INC000000401076,Low,Network Operations - P4 Resolution Time,Missed,04/08/2025 16:47,04/08/2025 19:00,Workplace Services
INC000000401079,Medium,Service Desk - P3 Resolution Time,Met,27/08/2025 15:13,27/08/2025 15:28,Service Desk L1
INC000000401081,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 14:01,05/08/2025 14:24,Service Desk L1
INC000000401081,Low,Network Operations - P4 Resolution Time,Met,05/08/2025 14:01,05/08/2025 14:24,Identity & Access
INC000000401082,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 13:36,19/08/2025 14:03,Service Desk L1
INC000000401084,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 13:51,07/08/2025 14:17,Service Desk L1
INC000000401087,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 08:16,05/08/2025 08:35,Service Desk VIP
INC000000401090,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 14:17,28/08/2025 14:44,Service Desk VIP
INC000000401093,Low,Service Desk - P4 Resolution Time,Met,07/08/2025 11:36,07/08/2025 19:37,Service Desk L1
INC000000401095,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 14:44,18/08/2025 14:51,Service Desk Remote
INC000000401096,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 15:55,26/08/2025 16:24,Service Desk Remote
INC000000401099,Low,Service Desk - P4 Resolution Time,Met,13/08/2025 17:24,13/08/2025 18:45,Service Desk VIP
INC000000401100,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 16:45,28/08/2025 17:14,Service Desk VIP
INC000000401103,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 10:04,15/08/2025 10:29,Service Desk L1
INC000000401105,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 15:57,18/08/2025 16:24,Service Desk L1
INC000000401106,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 11:59,06/08/2025 12:14,Service Desk L1
INC000000401108,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 15:17,19/08/2025 00:52,Service Desk L1
INC000000401110,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:04,04/08/2025 16:21,Service Desk Remote
INC000000401112,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 13:55,13/08/2025 14:02,Service Desk L1
INC000000401114,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 11:28,18/08/2025 11:37,Service Desk L1
INC000000401117,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 12:29,22/08/2025 12:54,Service Desk Remote
INC000000401117,Medium,Network Operations - P3 Resolution Time,Met,22/08/2025 12:29,22/08/2025 12:54,Identity & Access
INC000000401118,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 15:25,26/08/2025 15:54,Service Desk Remote
INC000000401119,Medium,Service Desk - P3 Resolution Time,Met,20/08/2025 13:53,20/08/2025 14:19,Service Desk L1
INC000000401122,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 09:55,13/08/2025 10:22,Service Desk Remote
INC000000401125,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 11:29,13/08/2025 11:57,Service Desk L1
INC000000401126,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 09:27,18/08/2025 09:37,Service Desk L1
INC000000401127,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 11:11,18/08/2025 11:35,Service Desk L1
INC000000401128,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 09:24,15/08/2025 09:39,Service Desk VIP
INC000000401129,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 10:36,28/08/2025 10:56,Service Desk L1
INC000000401132,Low,Service Desk - P4 Resolution Time,Met,26/08/2025 16:30,26/08/2025 16:47,Service Desk L1
INC000000401134,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 16:06,11/08/2025 16:28,Service Desk L1
INC000000401136,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 13:17,25/08/2025 13:40,Service Desk L1
INC000000401137,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 14:39,26/08/2025 14:47,Service Desk L1
INC000000401138,Low,Service Desk - P4 Resolution Time,Met,07/08/2025 12:00,07/08/2025 12:27,Service Desk L1
INC000000401140,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 16:30,11/08/2025 16:37,Service Desk Remote
INC000000401143,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 11:50,12/08/2025 12:11,Service Desk L1
INC000000401144,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 11:19,18/08/2025 11:25,Service Desk VIP
INC000000401147,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 16:53,26/08/2025 17:09,Service Desk VIP
INC000000401150,Medium,Service Desk - P3 Resolution Time,Missed,04/08/2025 11:34,04/08/2025 11:39,Service Desk L1
INC000000401153,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 09:03,14/08/2025 09:11,Service Desk L1
INC000000401156,Medium,Service Desk - P3 Resolution Time,Met,12/08/2025 16:32,12/08/2025 16:42,Service Desk L1
INC000000401159,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 15:23,26/08/2025 02:14,Service Desk L1
INC000000401160,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 13:13,25/08/2025 13:19,Service Desk Remote
INC000000401161,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 11:51,25/08/2025 12:15,Service Desk VIP
INC000000401161,Medium,Network Operations - P3 Resolution Time,Met,25/08/2025 11:51,25/08/2025 12:15,Network Operations
INC000000401163,Medium,Service Desk - P3 Resolution Time,Met,12/08/2025 17:07,12/08/2025 17:27,Service Desk Remote
INC000000401166,Low,Service Desk - P4 Resolution Time,Met,26/08/2025 17:55,26/08/2025 19:55,Service Desk VIP
INC000000401169,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 17:51,04/08/2025 18:12,Service Desk L1
INC000000401172,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:18,04/08/2025 16:26,Service Desk Remote
INC000000401175,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 10:19,04/08/2025 17:58,Service Desk L1
INC000000401175,Medium,Network Operations - P3 Resolution Time,Met,04/08/2025 10:19,04/08/2025 17:58,Identity & Access
INC000000401178,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 17:23,21/08/2025 17:36,Service Desk VIP
INC000000401181,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 14:42,14/08/2025 14:57,Service Desk L1
INC000000401182,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 08:29,20/08/2025 18:16,Service Desk VIP
INC000000401184,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 17:28,18/08/2025 17:44,Service Desk Remote
INC000000401186,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 15:55,06/08/2025 16:21,Service Desk VIP
INC000000401189,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 14:17,25/08/2025 14:44,Service Desk Remote
INC000000401190,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 09:46,18/08/2025 16:14,Service Desk L1
INC000000401192,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 17:19,07/08/2025 17:40,Service Desk L1
INC000000401195,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 13:08,14/08/2025 13:30,Service Desk L1
INC000000401196,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 10:03,14/08/2025 10:13,Service Desk L1
INC000000401197,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 13:05,05/08/2025 13:19,Service Desk L1
INC000000401200,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 12:23,18/08/2025 13:08,Service Desk L1
INC000000401203,Low,Service Desk - P4 Resolution Time,Met,21/08/2025 12:27,21/08/2025 12:42,Service Desk Remote
INC000000401206,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 12:43,22/08/2025 13:03,Service Desk L1
INC000000401207,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 08:12,25/08/2025 22:47,Service Desk L1
INC000000401210,Low,Service Desk - P4 Resolution Time,Met,15/08/2025 17:04,15/08/2025 17:29,Service Desk L1
INC000000401213,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 08:31,01/08/2025 08:40,Service Desk L1
INC000000401214,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 11:16,19/08/2025 11:28,Service Desk Remote
INC000000401216,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 17:51,25/08/2025 18:03,Service Desk Remote
INC000000401219,Medium,Service Desk - P3 Resolution Time,Met,26/08/2025 14:40,26/08/2025 23:01,Service Desk Remote
INC000000401222,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 10:17,14/08/2025 10:41,Service Desk L1
INC000000401225,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 10:54,11/08/2025 11:07,Service Desk Remote
INC000000401227,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 10:46,06/08/2025 18:20,Service Desk L1
INC000000401227,Medium,Identity & Access - P3 Resolution Time,Met,06/08/2025 10:46,06/08/2025 18:20,Network Operations
INC000000401229,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 10:35,04/08/2025 10:43,Service Desk VIP
INC000000401229,Low,Identity & Access - P4 Resolution Time,Met,04/08/2025 10:35,04/08/2025 10:43,Network Operations
INC000000401232,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 09:22,05/08/2025 10:54,Service Desk L1
INC000000401235,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 08:33,22/08/2025 08:47,Service Desk L1
INC000000401236,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 13:46,20/08/2025 19:14,Service Desk Remote
INC000000401238,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 12:02,25/08/2025 12:13,Service Desk L1
INC000000401240,Low,Service Desk - P4 Resolution Time,Met,14/08/2025 12:39,14/08/2025 13:03,Service Desk L1
INC000000401242,Low,Service Desk - P4 Resolution Time,Met,12/08/2025 17:35,12/08/2025 17:46,Service Desk Remote
INC000000401243,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 13:28,18/08/2025 13:39,Service Desk L1
INC000000401245,Low,Service Desk - P4 Resolution Time,Met,08/08/2025 16:08,08/08/2025 16:34,Service Desk Remote
INC000000401245,Low,Identity & Access - P4 Resolution Time,Met,08/08/2025 16:08,08/08/2025 16:34,Network Operations
INC000000401248,Medium,Service Desk - P3 Resolution Time,Met,27/08/2025 08:20,27/08/2025 08:47,Service Desk VIP
INC000000401249,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 16:02,25/08/2025 16:22,Service Desk L1
INC000000401251,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 09:43,19/08/2025 23:14,Service Desk Remote
INC000000401254,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 13:48,11/08/2025 13:54,Service Desk L1
INC000000401255,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 13:11,04/08/2025 23:44,Service Desk L1
INC000000401257,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 09:51,21/08/2025 10:02,Service Desk L1
INC000000401258,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 11:11,04/08/2025 11:35,Service Desk L1
INC000000401258,Medium,Workplace Services - P3 Resolution Time,Met,04/08/2025 11:11,04/08/2025 11:35,Identity & Access
INC000000401261,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 17:51,18/08/2025 18:05,Service Desk L1
INC000000401264,Low,Service Desk - P4 Resolution Time,Met,25/08/2025 12:41,25/08/2025 12:49,Service Desk L1
INC000000401267,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 10:26,11/08/2025 10:31,Service Desk VIP
INC000000401268,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:28,04/08/2025 16:46,Service Desk L1
INC000000401271,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 08:25,04/08/2025 08:32,Service Desk Remote
INC000000401272,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 14:52,05/08/2025 23:56,Service Desk VIP
INC000000401275,Low,Service Desk - P4 Resolution Time,Met,07/08/2025 09:08,07/08/2025 23:55,Service Desk L1
INC000000401276,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 13:53,19/08/2025 14:21,Service Desk Remote
INC000000401278,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 17:53,18/08/2025 19:22,Service Desk L1
INC000000401279,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 16:07,20/08/2025 16:35,Service Desk L1
INC000000401282,Medium,Service Desk - P3 Resolution Time,Met,22/08/2025 08:27,22/08/2025 08:52,Service Desk VIP
INC000000401285,Low,Service Desk - P4 Resolution Time,Met,01/08/2025 09:26,01/08/2025 09:35,Service Desk L1
INC000000401286,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 12:14,28/08/2025 21:41,Service Desk L1
INC000000401287,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 12:17,13/08/2025 12:44,Service Desk L1
INC000000401288,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 11:25,11/08/2025 11:43,Service Desk L1
INC000000401288,Medium,Identity & Access - P3 Resolution Time,Met,11/08/2025 11:25,11/08/2025 11:43,Network Operations
INC000000401289,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 09:59,01/08/2025 10:07,Service Desk VIP
INC000000401290,Low,Service Desk - P4 Resolution Time,Met,01/08/2025 09:35,01/08/2025 09:57,Service Desk L1
INC000000401292,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 08:32,07/08/2025 08:41,Service Desk L1
INC000000401295,Medium,Service Desk - P3 Resolution Time,Met,28/08/2025 14:46,29/08/2025 04:20,Service Desk L1
INC000000401297,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:39,04/08/2025 17:00,Service Desk L1
INC000000401300,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 17:10,11/08/2025 17:18,Service Desk L1
INC000000401300,Low,Identity & Access - P4 Resolution Time,Met,11/08/2025 17:10,11/08/2025 17:18,Network Operations
INC000000401302,Medium,Service Desk - P3 Resolution Time,Missed,12/08/2025 13:48,12/08/2025 13:55,Service Desk L1
INC000000401302,Medium,Workplace Services - P3 Resolution Time,Met,12/08/2025 13:48,12/08/2025 13:55,Identity & Access
INC000000401304,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 12:08,18/08/2025 12:27,Service Desk L1
INC000000401305,Low,Service Desk - P4 Resolution Time,Met,04/08/2025 12:15,04/08/2025 12:35,Service Desk L1
INC000000401308,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 12:43,06/08/2025 13:08,Service Desk VIP
INC000000401310,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 17:27,11/08/2025 17:45,Service Desk L1
INC000000401311,Medium,Service Desk - P3 Resolution Time,Met,05/08/2025 10:39,05/08/2025 20:14,Service Desk L1
INC000000401313,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 11:13,07/08/2025 01:47,Service Desk Remote
INC000000401315,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 08:36,04/08/2025 08:53,Service Desk L1
INC000000401318,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 11:25,04/08/2025 11:40,Service Desk VIP
INC000000401320,Low,Service Desk - P4 Resolution Time,Met,15/08/2025 10:39,15/08/2025 10:54,Service Desk L1
INC000000401322,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 12:58,18/08/2025 17:08,Service Desk Remote
INC000000401323,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 13:40,21/08/2025 13:51,Service Desk L1
INC000000401326,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 12:33,18/08/2025 12:42,Service Desk L1
INC000000401328,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 10:02,18/08/2025 10:11,Service Desk L1
INC000000401330,Medium,Service Desk - P3 Resolution Time,Met,19/08/2025 14:58,19/08/2025 15:14,Service Desk VIP
INC000000401331,Medium,Service Desk - P3 Resolution Time,Met,07/08/2025 11:38,07/08/2025 12:00,Service Desk Remote
INC000000401334,Low,Service Desk - P4 Resolution Time,Met,28/08/2025 13:19,28/08/2025 13:33,Service Desk Remote
INC000000401337,Medium,Service Desk - P3 Resolution Time,Met,11/08/2025 11:29,11/08/2025 11:45,Service Desk L1
INC000000401338,Medium,Service Desk - P3 Resolution Time,Met,13/08/2025 16:54,13/08/2025 17:07,Service Desk VIP
INC000000401341,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 10:22,19/08/2025 01:14,Service Desk VIP
INC000000401342,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 15:21,25/08/2025 15:37,Service Desk VIP
INC000000401344,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 16:31,04/08/2025 16:39,Service Desk VIP
INC000000401344,Medium,Identity & Access - P3 Resolution Time,Met,04/08/2025 16:31,04/08/2025 16:39,Workplace Services
INC000000401346,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 16:20,11/08/2025 16:48,Service Desk L1
INC000000401347,Low,Service Desk - P4 Resolution Time,Met,11/08/2025 09:25,11/08/2025 09:52,Service Desk L1
INC000000401349,Medium,Service Desk - P3 Resolution Time,Met,25/08/2025 13:58,25/08/2025 14:07,Service Desk L1
INC000000401352,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 12:21,20/08/2025 12:46,Service Desk Remote
INC000000401353,Medium,Service Desk - P3 Resolution Time,Met,14/08/2025 09:19,14/08/2025 09:36,Service Desk L1
INC000000401354,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 14:51,18/08/2025 15:06,Service Desk L1
INC000000401355,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 08:06,18/08/2025 20:33,Service Desk VIP
INC000000401358,Low,Service Desk - P4 Resolution Time,Met,05/08/2025 08:58,05/08/2025 09:14,Service Desk VIP
INC000000401359,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 13:11,07/08/2025 03:48,Service Desk L1
INC000000401362,Medium,Service Desk - P3 Resolution Time,Met,06/08/2025 14:22,06/08/2025 14:34,Service Desk Remote
INC000000401365,Low,Service Desk - P4 Resolution Time,Met,18/08/2025 14:40,18/08/2025 14:46,Service Desk L1
INC000000401365,Low,Network Operations - P4 Resolution Time,Met,18/08/2025 14:40,18/08/2025 14:46,Identity & Access
INC000000401366,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 10:46,20/08/2025 23:35,Service Desk Remote
INC000000401368,Medium,Service Desk - P3 Resolution Time,Met,18/08/2025 14:39,18/08/2025 14:54,Service Desk L1
INC000000401371,Medium,Service Desk - P3 Resolution Time,Met,01/08/2025 08:34,01/08/2025 08:45,Service Desk L1
INC000000401372,Medium,Service Desk - P3 Resolution Time,Missed,12/08/2025 16:10,12/08/2025 16:37,Service Desk L1
INC000000401373,Low,Service Desk - P4 Resolution Time,Met,20/08/2025 12:52,20/08/2025 13:07,Service Desk Remote
INC000000401373,Low,Workplace Services - P4 Resolution Time,Met,20/08/2025 12:52,20/08/2025 13:07,Network Operations
INC000000401376,Medium,Service Desk - P3 Resolution Time,Met,21/08/2025 14:38,21/08/2025 15:01,Service Desk Remote
INC000000401378,Medium,Service Desk - P3 Resolution Time,Met,04/08/2025 14:02,04/08/2025 14:16,Service Desk L1
INC000000401381,Medium,Service Desk - P3 Resolution Time,Met,15/08/2025 17:35,15/08/2025 17:55,Service Desk L1
